aussi	O	239	0
admises	O	240	0
.	O	241	0
Emigration	O	243	0
.	O	244	0
—	O	245	0
L	O	246	0
'	O	247	0
émigration	O	248	0
s	O	249	0
'	O	250	0
est	O	251	0
accrue	O	253	0
de	B-time	254	0
1878	I-time	255	0
à	I-time	256	0
1884	I-time	257	0
et	O	258	0
a	O	259	0
décru	O	260	0
depuis	O	261	0
cette	O	263	0
année	O	264	0
,	O	265	0
comme	O	266	0
le	O	267	0
prouvent	O	268	0
les	O	269	0
chiffres	O	271	0
suivants	O	272	0
:	O	273	0
1878,2,608	B-time	274	0
émigrés	O	275	0
;	O	276	0
—	O	277	0
1879,4,288	B-time	279	0
;	O	280	0
—	O	281	0
1880	B-time	282	0
,	O	283	0
7,255	O	284	0
;	O	285	0
—	O	286	0
1881	B-time	287	0
,	O	288	0
10,935	O	290	0
;	O	291	0
—	O	292	0
1882	B-time	293	0
,	O	294	0
11,962	O	295	0
;	O	296	0
—	O	297	0
1883	B-time	298	0
,	O	299	0
13,502	O	300	0
;	O	301	0
—	O	303	0
1884,9,688	B-time	304	0
;	O	305	0
-	O	306	0
1885,7,583	B-time	307	0
;	O	308	0
—	O	309	0
1886	B-time	310	0
,	O	311	0
6,342	O	313	0
.	O	314	0
Presse	O	316	0
.	O	317	0
—	O	318	0
Un	O	319	0
nouveau	O	320	0
journal	O	321	0
paraît	O	322	0
à	O	324	0
Fribourg	B-loc	325	0
,	O	326	0
c	O	327	0
'	O	328	0
est	O	329	0
le	O	330	0
Messager	B-prod	331	0
qui	O	332	0
s	O	333	0
'	O	334	0
occupera	O	336	0
uniquement	O	337	0
de	O	338	0
questions	O	339	0
intéressant	O	340	0
les	O	342	0
diverses	O	343	0
branches	O	344	0
de	O	345	0
l	O	346	0
'	O	347	0
industrie	O	348	0
agricole	O	350	0
.	O	351	0
Télégraphes	O	353	0
.	O	354	0
—	O	355	0
La	O	356	0
taxe	O	357	0
des	O	358	0
télégrammes	O	360	0
ordinaires	O	361	0
échangés	O	362	0
directement	O	363	0
entre	O	365	0
la	O	366	0
France	B-loc	367	0
et	O	368	0
la	O	369	0
Suisse	B-loc	370	0
est	O	371	0
désormais	O	372	0
fixée	O	374	0
uniformément	O	375	0
et	O	376	0
par	O	377	0
mot	O	378	0
à	O	379	0
quinze	O	380	0
centimes	O	382	0
(	O	383	0
15	O	384	0
centimes	O	385	0
)	O	386	0
pour	O	387	0
la	O	388	0
correspondance	O	390	0
générale	O	391	0
,	O	392	0
et	O	393	0
à	O	394	0
dix	O	395	0
centimes	O	396	0
(	O	397	0
10	O	398	0
centimes	O	400	0
)	O	401	0
pour	O	402	0
toutes	O	403	0
les	O	404	0
correspondances	O	406	0
échangées	O	407	0
entre	O	408	0
un	O	409	0
bureau	O	410	0
quelconque	O	412	0
de	O	413	0
l	O	414	0
'	O	415	0
un	O	416	0
des	O	417	0
cantons	O	418	0
suisses	O	419	0
situés	O	420	0
sur	O	422	0
la	O	423	0
frontière	O	424	0
de	O	425	0
la	O	426	0
France	B-loc	427	0
et	O	428	0
un	O	429	0
bureau	O	430	0
quelconque	O	432	0
d	O	433	0
'	O	434	0
un	O	435	0
département	O	436	0
français	O	437	0
limitrophe	O	439	0
de	O	440	0
ce	O	441	0
même	O	442	0
canton	O	443	0
,	O	444	0
le	O	445	0
territoire	O	447	0
de	O	448	0
Belfort	B-loc	449	0
étant	O	450	0
traité	O	451	0
comme	O	452	0
un	O	453	0
département	O	455	0
.	O	456	0
Lo	O	457	0
département	B-loc	458	0
de	I-loc	459	0
la	I-loc	460	0
Savoie	I-loc	462	0
est	O	463	0
considéré	O	464	0
aussi	O	465	0
comme	O	466	0
limitrop	O	468	0
he	O	469	0
pour	O	470	0
Genève	B-loc	471	0
.	O	472	0
Presse	O	474	0
.	O	475	0
—	O	476	0
Nous	O	477	0
recevons	O	478	0
le	O	479	0
premier	O	480	0
numéro	O	482	0
d	O	483	0
'	O	484	0
un	O	485	0
nouveau	O	486	0
journal	O	487	0
,	O	488	0
le	O	489	0
Radical	B-prod	491	0
-	I-prod	492	0
Libéral	I-prod	493	0
,	O	494	0
qui	O	495	0
paraîtra	O	496	0
à	O	497	0
Genève	B-loc	498	0
deux	O	499	0
fois	O	500	0
la	O	502	0
semaine	O	503	0
.	O	504	0
Son	O	505	0
but	O	506	0
est	O	507	0
de	O	508	0
représenter	O	509	0
l	O	511	0
'	O	512	0
élément	O	513	0
national	O	514	0
du	O	515	0
radicalisme	B-prod	516	0
genevois	I-prod	518	0
,	O	519	0
en	O	520	0
d	O	521	0
'	O	522	0
autres	O	523	0
termes	O	524	0
,	O	525	0
de	O	526	0
défendre	O	527	0
la	O	528	0
politique	O	530	0
intransigeante	O	531	0
do	O	532	0
M	B-pers	533	0
.	I-pers	534	0
Carteret	I-pers	535	0
,	O	536	0
en	O	538	0
opposition	O	539	0
aux	O	540	0
tendances	O	541	0
du	O	542	0
groupe	O	543	0
_	O	544	0
>	O	545	0
dont	O	547	0
le	O	548	0
Genevois	O	549	0
est	O	550	0
l	O	551	0
'	O	552	0
organe	O	553	0
.	O	554	0
Bétail	O	556	0
.	O	557	0
—	O	558	0
Les	O	559	0
bureaux	O	560	0
de	O	561	0
péage	O	562	0
de	O	563	0
Montlingen	B-loc	565	0
et	O	566	0
des	O	567	0
Places	B-loc	568	0
sont	O	569	0
ouverts	O	570	0
à	O	571	0
l	O	573	0
'	O	574	0
exportation	O	575	0
du	O	576	0
bétail	O	577	0
.	O	578	0
Fonctionneront	O	579	0
comme	O	581	0
vétérinaires	O	582	0
:	O	583	0
à	O	584	0
Montlingen	B-loc	585	0
,	O	586	0
M	B-pers	587	0
.	I-pers	588	0
J	I-pers	590	0
.	I-pers	591	0
-	I-pers	592	0
A	I-pers	593	0
.	I-pers	594	0
Zach	I-pers	595	0
,	O	596	0
à	O	597	0
Oberriet	B-loc	598	0
;	O	599	0
aux	O	600	0
Places	B-loc	601	0
:	O	602	0
M	B-pers	603	0
.	I-pers	604	0
Balmer	I-pers	606	0
,	O	607	0
aux	O	608	0
Verrières	B-loc	609	0
.	O	610	0
Le	O	612	0
Iandsturm	O	613	0
en	O	614	0
jupons	O	615	0
!	O	616	0
—	O	617	0
(	O	618	0
Poisson	O	619	0
d	O	621	0
'	O	622	0
avril	O	623	0
prématuré	O	624	0
)	O	625	0
—	O	626	0
Un	O	627	0
journal	O	628	0
argovien	O	630	0
prétend	O	631	0
que	O	632	0
l	O	633	0
'	O	634	0
autorité	O	635	0
militaire	O	636	0
a	O	637	0
reconnu	O	639	0
la	O	640	0
nécessité	O	641	0
de	O	642	0
recruter	O	643	0
des	O	644	0
dames	O	645	0
dans	O	647	0
le	O	648	0
Iandsturm	O	649	0
.	O	650	0
L	O	651	0
'	O	652	0
armée	O	653	0
suisse	O	654	0
aurait	O	655	0
besoin	O	657	0
,	O	658	0
en	O	659	0
cas	O	660	0
de	O	661	0
guerre	O	662	0
,	O	663	0
de	O	664	0
'	O	665	0
vivandières	O	666	0
et	O	668	0
d	O	669	0
'	O	670	0
infirmières	O	671	0
.	O	672	0
On	O	673	0
incorporerait	O	674	0
dans	O	675	0
ce	O	676	0
but	O	678	0
toutes	O	679	0
les	O	680	0
filles	O	681	0
non	O	682	0
mariées	O	683	0
de	O	684	0
17	O	685	0
à	O	686	0
35	O	688	0
ans	O	689	0
.	O	690	0
—	O	691	0
Le	O	692	0
journal	O	693	0
en	O	694	0
question	O	695	0
ajoute	O	696	0
qu	O	698	0
'	O	699	0
une	O	700	0
revue	O	701	0
des	O	702	0
soldats	O	703	0
en	O	704	0
jupons	O	705	0
aura	O	706	0
lieu	O	708	0
à	O	709	0
Aarau	B-loc	710	0
le	O	711	0
30	O	712	0
février	O	713	0
prochain	O	714	0
.	O	715	0
BERNE	B-loc	717	0
.	O	718	0
—	O	719	0
Le	O	720	0
curé	O	721	0
du	O	722	0
village	B-loc	723	0
de	I-loc	724	0
Boncourt	I-loc	726	0
a	O	727	0
l	O	728	0
'	O	729	0
habitude	O	730	0
,	O	731	0
au	O	732	0
jour	O	733	0
do	O	734	0
l	O	735	0
'	O	736	0
an	O	737	0
,	O	738	0
de	O	739	0
donner	O	741	0
connaissance	O	742	0
k	O	743	0
ses	O	744	0
paroissiens	O	745	0
de	O	746	0
l	O	748	0
'	O	749	0
état	O	750	0
civil	O	751	0
qu	O	752	0
'	O	753	0
il	O	754	0
tient	O	755	0
pour	O	756	0
sa	O	757	0
paroisse	O	758	0
.	O	759	0
Cette	O	761	0
année	O	762	0
,	O	763	0
il	O	764	0
présente	O	765	0
de	O	766	0
curieuses	O	767	0
coïncidences	O	769	0
.	O	770	0
Qu	O	771	0
'	O	772	0
on	O	773	0
en	O	774	0
juge	O	775	0
plutôt	O	776	0
.	O	777	0
Il	O	778	0
y	O	779	0
a	O	780	0
eu	O	781	0
à	O	783	0
Boncourt	B-loc	784	0
en	B-time	785	0
1886	I-time	786	0
:	O	787	0
24	O	789	0
naissances	O	790	0
,	O	791	0
dont	O	792	0
11	O	793	0
garçons	O	794	0
,	O	795	0
13	O	796	0
filles	O	798	0
,	O	799	0
11	O	800	0
bourgeois	O	801	0
,	O	802	0
13	O	803	0
non	O	804	0
bourgeois	O	805	0
,	O	806	0
16	O	807	0
Suisses	O	809	0
,	O	810	0
8	O	811	0
étrangers	O	812	0
à	O	813	0
la	O	814	0
Suisse	B-loc	815	0
;	O	816	0
—	O	817	0
24	O	818	0
décès	O	820	0
,	O	821	0
dont	O	822	0
11	O	823	0
hommes	O	824	0
,	O	825	0
13	O	826	0
femmes	O	827	0
,	O	828	0
11	O	829	0
bourgeois	O	831	0
,	O	832	0
13	O	833	0
non	O	834	0
bourgeois	O	835	0
,	O	836	0
16	O	837	0
Suisses	O	838	0
,	O	839	0
8	O	841	0
étrangers	O	842	0
à	O	843	0
la	O	844	0
Suisse	B-loc	845	0
.	O	846	0
Les	O	848	0
mariages	O	849	0
seuls	O	850	0
ne	O	851	0
s	O	852	0
'	O	853	0
accordent	O	854	0
pas	O	855	0
avec	O	857	0
la	O	858	0
statistique	O	859	0
ci	O	860	0
-	O	861	0
dessus	O	862	0
.	O	863	0
'	O	864	0
Il	O	865	0
n	O	866	0
'	O	867	0
y	O	868	0
a	O	869	0
eu	O	870	0
que	O	872	0
cinq	O	873	0
mariages	O	874	0
,	O	875	0
dont	O	876	0
deux	O	877	0
indigènes	O	878	0
et	O	880	0
trois	O	881	0
étrangers	O	882	0
.	O	883	0
—	O	885	0
Le	O	886	0
nommé	O	887	0
Pfâffli	B-pers	888	0
,	O	889	0
qui	O	890	0
a	O	891	0
tué	O	892	0
sa	O	893	0
femme	O	895	0
à	O	896	0
la	O	897	0
gare	B-loc	898	0
de	I-loc	899	0
Thoune	I-loc	900	0
et	O	901	0
qui	O	902	0
a	O	903	0
cherché	O	905	0
à	O	906	0
se	O	907	0
suicider	O	908	0
ensuite	O	909	0
,	O	910	0
n	O	911	0
'	O	912	0
a	O	913	0
pas	O	914	0
succombé	O	916	0
à	O	917	0
ses	O	918	0
blessures	O	919	0
.	O	920	0
Le	O	921	0
médecin	O	922	0
qui	O	924	0
le	O	925	0
soigne	O	926	0
est	O	927	0
parvenu	O	928	0
à	O	929	0
extraire	O	930	0
la	O	931	0
balle	O	933	0
de	O	934	0
la	O	935	0
tête	O	936	0
.	O	937	0
SCHWYTZ	B-loc	939	0
.	O	940	0
—	O	941	0
Près	O	942	0
de	O	943	0
Kûssnacht	B-loc	944	0
,	O	945	0
on	O	946	0
voyait	O	948	0
,	O	949	0
il	O	950	0
y	O	951	0
a	O	952	0
quelques	O	953	0
jours	O	954	0
encore	O	955	0
,	O	956	0
une	O	957	0
muraille	O	959	0
en	O	960	0
ruine	O	961	0
qui	O	962	0
passait	O	963	0
pour	O	964	0
le	O	965	0
dernier	O	967	0
reste	O	968	0
du	O	969	0
château	O	970	0
fort	O	971	0
élevé	O	972	0
en	O	973	0
cet	O	974	0
endroit	O	976	0
par	O	977	0
Gessler	B-pers	978	0
.	O	979	0
Le	O	980	0
propriétaire	O	981	0
du	O	982	0
domaine	O	984	0
où	O	985	0
se	O	986	0
trouvait	O	987	0
cette	O	988	0
ruine	O	989	0
historique	O	991	0
vient	O	992	0
de	O	993	0
la	O	994	0
faire	O	995	0
démolir	O	996	0
;	O	997	0
les	O	998	0
matériaux	O	1000	0
ont	O	1001	0
servi	O	1002	0
à	O	1003	0
la	O	1004	0
construction	O	1005	0
d	O	1006	0
'	O	1007	0
une	O	1008	0
écurie	O	1010	0
.	O	1011	0
_	B-loc	1013	0
Zooo	I-loc	1014	0
.	O	1015	0
—	O	1016	0
Nous	O	1017	0
avons	O	1018	0
déjà	O	1019	0
dit	O	1020	0
que	O	1021	0
la	O	1022	0
commission	O	1024	0
d	O	1025	0
'	O	1026	0
experts	O	1027	0
chargée	O	1028	0
d	O	1029	0
'	O	1030	0
examiner	O	1031	0
l	O	1033	0
'	O	1034	0
état	O	1035	0
du	O	1036	0
Faubourg	B-loc	1037	0
de	O	1038	0
Zoug	B-loc	1039	0
proposait	O	1040	0
la	O	1041	0
démolition	O	1043	0
de	O	1044	0
toute	O	1045	0
la	O	1046	0
rangée	O	1047	0
inférieure	O	1048	0
des	O	1050	0
maisons	O	1051	0
de	O	1052	0
cette	O	1053	0
rue	O	1054	0
.	O	1055	0
On	O	1056	0
croit	O	1057	0
jourd	O	1059	0
'	O	1060	0
hui	O	1061	0
qu	O	1062	0
'	O	1063	0
il	O	1064	0
faudra	O	1065	0
également	O	1066	0
raser	O	1067	0
la	O	1068	0
rangée	O	1070	0
supérieure	O	1071	0
,	O	1072	0
car	O	1073	0
le	O	1074	0
terrain	O	1075	0
n	O	1076	0
'	O	1077	0
offre	O	1078	0
décidément	O	1080	0
aucune	O	1081	0
garantie	O	1082	0
de	O	1083	0
sécurité	O	1084	0
en	O	1086	0
cet	O	1087	0
endroit	O	1088	0
.	O	1089	0
Les	O	1090	0
bâtiments	O	1091	0
de	O	1092	0
la	O	1093	0
rangée	O	1095	0
inférieure	O	1096	0
de	O	1097	0
la	O	1098	0
rue	B-loc	1099	0
du	I-loc	1100	0
Faubourg	I-loc	1101	0
(	O	1103	0
côté	O	1104	0
du	O	1105	0
lac	O	1106	0
)	O	1107	0
ont	O	1108	0
une	O	1109	0
valeur	O	1110	0
de	O	1111	0
225,000	O	1112	0
francs	O	1114	0
,	O	1115	0
la	O	1116	0
rangée	O	1117	0
supérieure	O	1118	0
est	O	1119	0
évaluée	O	1120	0
à	O	1121	0
478,000	O	1123	0
fr	O	1124	0
.	O	1125	0
Total	O	1126	0
,	O	1127	0
643,000	O	1128	0
fr	O	1129	0
.	O	1130	0
Comme	O	1132	0
les	O	1133	0
dons	O	1134	0
en	O	1135	0
faveur	O	1136	0
de	O	1137	0
Zoug	B-loc	1138	0
,	O	1139	0
montant	O	1141	0
à	O	1142	0
700,000	O	1143	0
francs	O	1144	0
,	O	1145	0
suffiront	O	1146	0
tout	O	1147	0
juste	O	1149	0
pour	O	1150	0
couvrir	O	1151	0
le	O	1152	0
dommage	O	1153	0
direct	O	1154	0
causé	O	1156	0
par	O	1157	0
l	O	1158	0
'	O	1159	0
effondrement	O	1160	0
,	O	1161	0
il	O	1162	0
ne	O	1163	0
sera	O	1164	0
probablement	O	1166	0
pas	O	1167	0
possible	O	1168	0
de	O	1169	0
dédommager	O	1170	0
les	O	1172	0
propriétaires	O	1173	0
du	O	1174	0
quartier	O	1175	0
.	O	1176	0
Lea	O	1178	0
experts	O	1179	0
estiment	O	1180	0
que	O	1181	0
l	O	1182	0
'	O	1183	0
espace	O	1184	0
effondré	O	1186	0
doit	O	1187	0
rester	O	1188	0
tel	O	1189	0
quel	O	1190	0
et	O	1191	0
ne	O	1192	0
pas	O	1193	0
être	O	1194	0
rempli	O	1196	0
de	O	1197	0
nouveau	O	1198	0
.	O	1199	0
Les	O	1200	0
frais	O	1201	0
de	O	1202	0
drainage	O	1203	0
du	O	1205	0
Faubourg	B-loc	1206	0
sont	O	1207	0
évalués	O	1208	0
de	O	1209	0
40	O	1210	0
à	O	1211	0
50,000	O	1212	0
francs	O	1214	0
.	O	1215	0
Le	O	1217	0
dommage	O	1218	0
direct	O	1219	0
causé	O	1220	0
par	O	1221	0
la	O	1222	0
tastrophe	O	1224	0
des	O	1225	0
5	O	1226	0
et	O	1227	0
6	O	1228	0
juillet	O	1229	0
a	O	1230	0
été	O	1231	0
évalué	O	1232	0
à	O	1233	0
690,540	O	1235	0
fr	O	1236	0
.	O	1237	0
,	O	1238	0
soit	O	1239	0
473,358	O	1240	0
fr	O	1241	0
.	O	1242	0
pour	O	1243	0
les	O	1244	0
bâtiments	O	1246	0
et	O	1247	0
217,782	O	1248	0
fr	O	1249	0
.	O	1250	0
pour	O	1251	0
le	O	1252	0
mobilier	O	1253	0
.	O	1254	0
En	O	1256	0
outre	O	1257	0
,	O	1258	0
les	O	1259	0
indemnités	O	1260	0
à	O	1261	0
payer	O	1262	0
aux	O	1263	0
parents	O	1265	0
des	O	1266	0
victimes	O	1267	0
ont	O	1268	0
été	O	1269	0
fixées	O	1270	0
à	O	1271	0
27,700	O	1273	0
fr	O	1274	0
.	O	1275	0
On	O	1277	0
espère	O	1278	0
que	O	1279	0
la	O	1280	0
Confédération	B-loc	1281	0
accordera	O	1283	0
une	O	1284	0
subvention	O	1285	0
pour	O	1286	0
la	O	1287	0
démolition	O	1288	0
du	O	1290	0
Faubourg	B-loc	1291	0
et	O	1292	0
la	O	1293	0
reconstruction	O	1294	0
d	O	1295	0
'	O	1296	0
un	O	1297	0
nouveau	O	1299	0
quartier	O	1300	0
dans	O	1301	0
un	O	1302	0
lieu	O	1303	0
plus	O	1304	0
sûr	O	1305	0
.	O	1306	0
THURGOVIE	B-loc	1308	0
.	O	1309	0
—	O	1310	0
Les	O	1311	0
diverses	O	1312	0
sociétés	O	1313	0
locales	O	1315	0
de	O	1316	0
secours	O	1317	0
en	O	1318	0
cas	O	1319	0
de	O	1320	0
maladie	O	1321	0
du	O	1322	0
canton	B-loc	1324	0
de	I-loc	1325	0
Thurgovie	I-loc	1326	0
ont	O	1327	0
conclu	O	1328	0
entre	O	1329	0
elles	O	1331	0
un	O	1332	0
concordat	O	1333	0
aux	O	1334	0
termes	O	1335	0
duquel	O	1336	0
les	O	1337	0
membres	O	1339	0
de	O	1340	0
l	O	1341	0
'	O	1342	0
une	O	1343	0
d	O	1344	0
'	O	1345	0
elles	O	1346	0
deviennent	O	1347	0
de	O	1348	0
droit	O	1350	0
membres	O	1351	0
de	O	1352	0
telle	O	1353	0
autre	O	1354	0
dès	O	1355	0
qu	O	1356	0
'	O	1357	0
ils	O	1358	0
changent	O	1360	0
de	O	1361	0
domicile	O	1362	0
.	O	1363	0
FRIBOURG	B-loc	1365	0
.	O	1366	0
—	O	1367	0
Le	O	1368	0
3	O	1369	0
janvier	O	1370	0
est	O	1371	0
décédé	O	1372	0
à	O	1374	0
Fribourg	B-loc	1375	0
,	O	1376	0
à	O	1377	0
l	O	1378	0
'	O	1379	0
âge	O	1380	0
de	O	1381	0
70	O	1382	0
ans	O	1383	0
,	O	1384	0
M	B-pers	1385	0
.	I-pers	1386	0
Alphonse	I-pers	1387	0
von	I-pers	1389	0
der	I-pers	1390	0
Weid	I-pers	1391	0
,	I-pers	1392	0
ancien	I-pers	1393	0
officier	I-pers	1394	0
au	I-pers	1395	0
service	I-pers	1396	0
de	I-pers	1398	0
Naples	I-pers	1399	0
.	O	1400	0
Avec	O	1401	0
lui	O	1402	0
disparaît	O	1403	0
une	O	1404	0
des	O	1405	0
figures	O	1407	0
les	O	1408	0
plus	O	1409	0
caractéristiques	O	1410	0
de	O	1411	0
l	O	1413	0
'	O	1414	0
ancien	O	1415	0
Fribourg	B-loc	1416	0
.	O	1417	0
Issu	O	1418	0
d	O	1419	0
'	O	1420	0
une	O	1421	0
des	O	1422	0
familles	O	1423	0
historiques	O	1425	0
du	O	1426	0
pays	O	1427	0
,	O	1428	0
ayant	O	1429	0
passé	O	1430	0
toute	O	1431	0
sa	O	1433	0
jeunesse	O	1434	0
sous	O	1435	0
les	O	1436	0
armes	O	1437	0
dans	O	1438	0
une	O	1439	0
monarchie	O	1441	0
d	O	1442	0
'	O	1443	0
ancien	O	1444	0
régime	O	1445	0
,	O	1446	0
il	O	1447	0
a	O	1448	0
été	O	1449	0
néanmoins	O	1451	0
homme	O	1452	0
de	O	1453	0
son	O	1454	0
siècle	O	1455	0
,	O	1456	0
ot	O	1457	0
il	O	1458	0
n	O	1459	0
'	O	1460	0
a	O	1461	0
eu	O	1462	0
,	O	1463	0
pour	O	1465	0
le	O	1466	0
devenir	O	1467	0
,	O	1468	0
qu	O	1469	0
'	O	1470	0
à	O	1471	0
suivre	O	1472	0
les	O	1473	0
traditions	O	1474	0
de	O	1476	0
sa	O	1477	0
famille	O	1478	0
.	O	1479	0
Comme	O	1480	0
son	O	1481	0
cousin	O	1482	0
,	O	1483	0
M	B-pers	1484	0
.	I-pers	1485	0
Alfred	I-pers	1487	0
von	I-pers	1488	0
der	I-pers	1489	0
Weid	I-pers	1490	0
,	I-pers	1491	0
président	I-pers	1492	0
du	I-pers	1493	0
Tir	I-pers	1494	0
fédéral	I-pers	1496	0
de	I-pers	1497	0
Fribourg	I-pers	1498	0
,	O	1499	0
il	O	1500	0
incarnait	O	1501	0
la	O	1502	0
race	O	1503	0
de	O	1505	0
ces	O	1506	0
citoyens	O	1507	0
,	O	1508	0
encore	O	1509	0
nombreux	O	1510	0
,	O	1511	0
chez	O	1512	0
lesquels	O	1514	0
le	O	1515	0
respect	O	1516	0
du	O	1517	0
passé	O	1518	0
et	O	1519	0
des	O	1520	0
traditions	O	1522	0
de	O	1523	0
famille	O	1524	0
s	O	1525	0
'	O	1526	0
allient	O	1527	0
le	O	1528	0
plus	O	1529	0
naturellement	O	1531	0
du	O	1532	0
monde	O	1533	0
avec	O	1534	0
l	O	1535	0
'	O	1536	0
esprit	O	1537	0
de	O	1538	0
progrès	O	1540	0
et	O	1541	0
un	O	1542	0
vif	O	1543	0
intérêt	O	1544	0
pour	O	1545	0
la	O	1546	0
chose	O	1547	0
publique	O	1549	0
.	O	1550	0
En	B-time	1552	0
1829	I-time	1553	0
,	O	1554	0
il	O	1555	0
entrait	O	1556	0
comme	O	1557	0
porte	O	1559	0
-	O	1560	0
enseigne	O	1561	0
dans	O	1562	0
le	O	1563	0
2	O	1564	0
°	O	1565	0
rég	O	1566	0
iment	O	1567	0
suisse	O	1568	0
de	O	1569	0
ples	B-loc	1571	0
,	O	1572	0
levé	O	1573	0
et	O	1574	0
commandé	O	1575	0
à	O	1576	0
cette	O	1577	0
époque	O	1578	0
par	O	1580	0
son	O	1581	0
père	O	1582	0
,	O	1583	0
Charles	B-pers	1584	0
-	I-pers	1585	0
Emmanuel	I-pers	1586	0
von	I-pers	1587	0
der	I-pers	1588	0
Weid	I-pers	1590	0
,	O	1591	0
qui	O	1592	0
devint	O	1593	0
plus	O	1594	0
tard	O	1595	0
général	O	1596	0
.	O	1597	0
Il	O	1598	0
était	O	1600	0
fait	O	1601	0
capitaine	O	1602	0
on	B-time	1603	0
1848	I-time	1604	0
et	O	1605	0
quitta	O	1606	0
le	O	1607	0
service	O	1609	0
cotte	O	1610	0
même	O	1611	0
année	O	1612	0
.	O	1613	0
Il	O	1614	0
revint	O	1615	0
à	O	1616	0
Fribourg	B-loc	1618	0
,	O	1619	0
où	O	1620	0
il	O	1621	0
épousa	O	1622	0
la	O	1623	0
petite	O	1624	0
-	O	1625	0
fille	O	1626	0
du	O	1627	0
landamman	B-pers	1629	0
d	I-pers	1630	0
'	I-pers	1631	0
Affry	I-pers	1632	0
.	O	1633	0
M	B-pers	1635	0
.	I-pers	1636	0
Alphonse	I-pers	1637	0
von	I-pers	1638	0
der	I-pers	1639	0
Weid	I-pers	1640	0
a	O	1641	0
rendu	O	1642	0
d	O	1644	0
'	O	1645	0
éminents	O	1646	0
